rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
65693,PS,"VINAYAKA MISSIONS MEDICAL COLLEGE AND HOSPITAL, KARAIKAL",M.S. (E.N.T.),Not Reported,PS,A.C.S. Medical College and Hospital,M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Reported,-,-,-,-,-,-,No Upgradation
65698,AI,"Srirama Chandra Bhanja Medical College, CUTTACK",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
65704,PS,Saveetha Medical College Nd Hospital,M.S. (GENERAL SURGERY),Reported,AF,Armed Forces Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
65707,AD,"S.N.M. Hospital , Jammu and Kashmir",(NBEMS) GENERAL SURGERY,Not Reported,AI,KURNOOL MEDICAL COLLEGE,M.S. (OPHTHALMOLOGY),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
65716,AD,Government Medical College & Attached Hospital Bharatpur,(NBEMS-DIPLOMA) Otorhinolaryngology (E.N.T.),Not Reported,AD,"Autonomous State Medical college Society and S.N.M District Hospital,",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,Reported,AI,"Government medical college patiala.,Government medical college patiala., Punjab, 147001",DIPLOMA IN ANAESTHESIOLOGY,SC,SC,71,Upgraded
65726,PS,"SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, SRM INSTITUTE OF SCIENCE AND TECHNOLOGY",M.S. (ORTHOPAEDICS),Reported,-,-,-,-,PS,"DR. D. Y. PATIL MEDICAL COLLEGE, PUNE,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune., Maharashtra, 411018",M.S. (ORTHOPAEDICS),Open,General,16,Upgraded
65730,-,-,-,-,AD,"District Hospital, Haveri",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,Not Reported,-,-,-,-,-,-,Not Allotted.
65735,AI,"Gandhi Medical College, Bhopal",M.D. (PHARMACOLOGY),Not Reported,-,-,-,-,AI,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE, Telangana, 500003",M.D. (MICROBIOLOGY),OBC,OBC,910,Fresh Allotted in 3nd Round
65736,PS,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha-",M.S. (OPHTHALMOLOGY),Not Reported,PS,"M.M. Institute of Medical Sciences and Research, Ambala",M.S. (OPHTHALMOLOGY),Reported,-,-,-,-,-,-,No Upgradation
65745,PS,"MGM Medical College, Navi Mumbai",M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
65751,PS,"SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA",M.S. (OPHTHALMOLOGY),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
65766,-,-,-,-,PS,Chettinad Hospital and Research Institute,M.S. (OPHTHALMOLOGY),Reported,-,-,-,-,-,-,No Upgradation
65776,AI,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
65789,-,-,-,-,-,-,-,-,AI,"NALANDA MEDICAL COLLEGE,PATNA,NALANDA MEDICAL COLLEGE,PATNA, OLD BYPASS ROAD,BHOOTNATH, KANKARBAGH, Bihar, 800026",M.S. (E.N.T.),ST,ST,73,Fresh Allotted in 3nd Round
65792,-,-,-,-,AI,Maulana Azad Medical College,MD/MS (Anatomy),Reported,AI,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (PHYSIOLOGY),Open,SC,152,Upgraded
65793,PS,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL, CHENNAI",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
65800,AI,Government Medical College Kozhikode,M.D. (MICROBIOLOGY),Not Reported,AI,"Government Medical College,Theni",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Reported,AI,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur,Maharaja Krushna Chandra Gajapati Medical College , Brahmapur, Odisha, 760004",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),ST,ST,60,Upgraded
65802,AI,"GOVT MEDICAL COLLEGE, ANANTAPURAMU",M.D. (MICROBIOLOGY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
65816,-,-,-,-,NR,Yenepoya Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
65817,AI,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA)",M.D. (PHARMACOLOGY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
65822,PS,Saveetha Medical College Nd Hospital,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
65825,AI,"NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR",M.D. (PATHOLOGY),Not Reported,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,No Upgradation
65826,DU,University College of Medical Sciences,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
65860,-,-,-,-,AI,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
65865,AI,Lady Hardinge Medical College,MD/MS (Anatomy),Not Reported,AI,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",MD/MS (Anatomy),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
65871,NR,"SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
65873,PS,Malla Reddy Medical College for Women,M.S. (ORTHOPAEDICS),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
65874,PS,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL, CHENNAI",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
65887,-,-,-,-,AD,"Medanta The Medicity,",(NBEMS) MICROBIOLOGY,Reported,-,-,-,-,-,-,No Upgradation
65892,-,-,-,-,-,-,-,-,AI,"Government Medical College, Miraj,Government Medical College, Miraj, Maharashtra, 416410",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,OBC,140,Fresh Allotted in 3nd Round
65896,AI,KING GEORGES MEDICAL UNIVERSITY,M.D. (MICROBIOLOGY),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
65906,-,-,-,-,PS,"M.M. Institute of Medical Sciences and Research, Ambala",M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,No Upgradation
65907,-,-,-,-,-,-,-,-,AI,"IPGME&R and SSKM Hospital Kolkata,244, Acharya J. C. Bose Road, Kolkata-700020, West Bengal, 700020",M.D. (PATHOLOGY),EWS,EWS,4595,Fresh Allotted in 3nd Round
65908,AI,"Karnataka Medical College and Research Institute, Hubballi",M.D. (PHYSIOLOGY),Not Reported,-,-,-,-,AI,"STANLEY MEDICAL COLLEGE,STANLEY MEDICAL COLLEGE NO.1, OLD JAIL ROAD, CHENNAI-600001, Tamil Nadu, 600001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,EWS,EWS,414,Fresh Allotted in 3nd Round
65926,-,-,-,-,PS,Malla Reddy Institute of Medical Sciences,M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,Did not fill up fresh choices.
65929,-,-,-,-,-,-,-,-,AI,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla, Himachal Pradesh, 171001",M.D. (FORENSIC MEDICINE),Open,General,41,Fresh Allotted in 3nd Round
65931,AI,"GOVERNMENT MEDICAL COLLEGE, AZAMGARH",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Not Reported,AI,DARBHANGA MEDICAL COLLEGE,M.D. (PATHOLOGY),Not Reported,AI,"Government Medical College Kannauj , Uttar Pradesh,Tires, Kannauj, Uttar Pradesh- 209732",M.D. (PATHOLOGY),SC,SC,363,Fresh Allotted in 3nd Round
65938,-,-,-,-,-,-,-,-,AI,"Assam Medical College,Assam Medical College, Assam, 786002",M.S. (OPHTHALMOLOGY),ST,ST,115,Fresh Allotted in 3nd Round
65947,AI,"AUTONOMOUS STATE MEDICAL COLLEGE, AYODHYA, Uttar Pradesh",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
65961,PS,"SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR",M.D. (PSYCHIATRY),Reported,PS,"DR. D. Y. PATIL MEDICAL COLLEGE, PUNE",M.D. (PSYCHIATRY),Reported,PS,"DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI,DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI, Maharashtra, 400706",M.D. (PSYCHIATRY),Open,General,2,Upgraded
65963,-,-,-,-,AI,Andhra Medical College,M.D. (FORENSIC MEDICINE),Reported,-,-,-,-,-,-,No Upgradation
65977,-,-,-,-,AI,"Pandit Dindayal Upadhyay Medical College, RAJKOT",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Not Reported,PS,"Meenakshi Medical College Hospital and Research Institute, Kanchipuram,Meenakshi Medical College Hospital and Research Institute, Enathur, Karaipettai Post, Kanchipuram, Tamil Nadu, 631552",M.D. (PSYCHIATRY),Open,SC,91,Fresh Allotted in 3nd Round
65984,AI,Moti Lal Nehru Medical College,M.D. (PHARMACOLOGY),Reported,-,-,-,-,AD,"IGM Hospital , ,IGM Chowmuhani, Agartala, Tripura West, Tripura, 799001",(NBEMS-DIPLOMA) FAMILY MEDICINE,Open,OBC,4026,Upgraded
65987,-,-,-,-,-,-,-,-,AI,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA),GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RIMS KADAPA), Andhra Pradesh, 516002",M.D. (MICROBIOLOGY),OBC,OBC,178,Fresh Allotted in 3nd Round
65992,-,-,-,-,AI,"Dr. Rajendra Prasad Government Medical College, Tanda",M.D. (MICROBIOLOGY),Reported,AI,"SJP Medical College, Bharatpur,SJP MEDICAL COLLEGE BHARATPUR VILLAGE RAMPURA NH 21, Rajasthan, 321001",M.D. (MICROBIOLOGY),Open,General,497,Upgraded
66012,IP,"Vardhman Mahavir Medical College, , New Delhi",M.D. (PHYSICAL MED. and REHABILITATION),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
66014,AI,"GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM",M.D. (Radiotherapy/ Radiation Oncology),Not Reported,AI,"BIDAR INSTITUTE OF MEDICAL SCIENCES, BIDAR",M.S. (OPHTHALMOLOGY),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66016,AI,Andhra Medical College,M.D. (PHYSIOLOGY),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66017,AI,Osmania Medical Collge,M.D. (PHARMACOLOGY),Not Reported,AI,"Government Medical College, Pali Rajasthan.",M.D. (PATHOLOGY),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66019,AI,Guru Gobind Singh Medical College,M.D. (BIOCHEMISTRY),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66031,-,-,-,-,AF,Base Hospital Delhi Cantt,(NBEMS) Obstetrics and Gynaecology,Reported,-,-,-,-,-,-,No Upgradation
66032,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (BIOCHEMISTRY),Reported,-,-,-,-,AI,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (BIOCHEMISTRY),OBC,OBC,368,Upgraded
66034,AI,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.D. (PHARMACOLOGY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66036,AI,"Sawai Man Singh Medical College, JAIPUR",M.D. (BIOCHEMISTRY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66037,-,-,-,-,AD,"DIVISIONAL DISTRICT HOSPITAL,Uttar Pradesh",(NBEMS) GENERAL SURGERY,Not Reported,-,-,-,-,-,-,Not Allotted.
66047,-,-,-,-,AI,"Gandhi Medical College, Bhopal",M.D. (MICROBIOLOGY),Reported,AI,"Mahatma Gandhi Memorial Medical College, Indore,Mahatma Gandhi Memorial Medical College, Indore, Madhya Pradesh, 452001",M.D. (MICROBIOLOGY),Open,General,17,Upgraded
66049,PS,"MGM Medical College, Navi Mumbai",M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66052,AI,"B.J.Government Medical College, Pune",M.D. (BIOCHEMISTRY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66054,PS,"SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, SRM INSTITUTE OF SCIENCE AND TECHNOLOGY",M.D. (ANAESTHESIOLOGY ),Not Reported,PS,"SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, SRM INSTITUTE OF SCIENCE AND TECHNOLOGY",M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,No Upgradation
66060,-,-,-,-,AI,RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,M.D. (PHARMACOLOGY),Not Reported,-,-,-,-,-,-,Not Allotted.
66061,-,-,-,-,AI,"North Eastern Indira Gandhi Regional Institute of Health & Medical Sciences, Shillong",M.D. (PHARMACOLOGY),Not Reported,AI,"Moti Lal Nehru Medical College,Moti Lal Nehru Medical College, Uttar Pradesh, 211001",M.S. (GENERAL SURGERY),ST,ST,97,Fresh Allotted in 3nd Round
66063,PS,"Vinayaka Missions Kirupananda Variyar Medical College and Hospital, Salem",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Reported,PS,Chettinad Hospital and Research Institute,M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Reported,-,-,-,-,-,-,No Upgradation
66070,-,-,-,-,AI,"GOVERNMENT MEDICAL COLLEGE CHANDRAPUR, MAHARASHTRA",MD/MS (Anatomy),Not Reported,-,-,-,-,-,-,Not Allotted.
66073,PS,"Santosh Medical College and Hospital, Ghaziabad, NCR Delhi",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66076,AI,Government Medical College Srinagar,M.D. (MICROBIOLOGY),Reported,-,-,-,-,AI,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (MICROBIOLOGY),OBC,OBC,302,Upgraded
66078,AI,Lady Hardinge Medical College,MD/MS (Anatomy),Not Reported,AD,"District Hospital,",(NBEMS-DIPLOMA) Otorhinolaryngology (E.N.T.),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66100,AD,"Government Medical College and Associated Hospital,",(NBEMS-DIPLOMA) FAMILY MEDICINE,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66102,PS,Malla Reddy Institute of Medical Sciences,M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
66103,PS,A.C.S. Medical College and Hospital,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,PS,"DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,PS,"Malla Reddy Medical College for Women,Suraram X Roads, Jeedimetla, Hyderabad, Telangana, 500055",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,OBC,9,Upgraded
66105,AI,RAJIV GANDHI MEDICAL COLLEGE KALWA THANE,M.D. (BIOCHEMISTRY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66109,AI,Tirunelveli Medical College,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66120,PS,Malla Reddy Medical College for Women,M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66123,-,-,-,-,AI,"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.S. (E.N.T.),Reported,AI,"GOVERNMENT THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI,GOVERNME NT THOOTHUKUDI MEDICAL COLLEGE, 3rd Mile,Kamaraj Nagar,Thoothukudi., Tamil Nadu, 628008",M.S. (GENERAL SURGERY),ST,ST,148,Upgraded
66134,PS,"Institute of Medical Sciences and SUM Hospital, Bhubaneswar",M.D. (PATHOLOGY),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
66141,PS,"Meenakshi Medical College Hospital and Research Institute, Kanchipuram",M.S. (OPHTHALMOLOGY),Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
66143,PS,"Mahatma Gandhi Medical College and Research Institute, Pondicherry",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66145,AI,Rajiv Gandhi Institute of Medical Sciences Srikakulam,M.D. (BIOCHEMISTRY),Not Reported,-,-,-,-,PS,"DR. D. Y. PATIL MEDICAL COLLEGE, PUNE,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune., Maharashtra, 411018",M.D. (ANAESTHESIOLOGY ),Open,General,248,Fresh Allotted in 3nd Round
66147,-,-,-,-,AI,Bankura Sammilani Medical College,M.D. (PHARMACOLOGY),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66150,-,-,-,-,PS,"MGM Medical College, Navi Mumbai",M.D. (PHARMACOLOGY),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
66154,AD,"GMERS Medical College and General Hospital ,",(NBEMS) MICROBIOLOGY,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66161,-,-,-,-,PS,AARUPADAI VEEDU MEDICAL COLLEGE AND HOSPITAL,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
66162,PS,Chettinad Hospital and Research Institute,M.S. (E.N.T.),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66177,-,-,-,-,AI,"Siddhartha Medical College, Vijayawada",M.D. (ANAESTHESIOLOGY ),Not Reported,AI,"NAMO Medical Education and Research Institute, Dadra & Nagar Haveli & Daman & Diu,Sayli Road, Silvassa, DNH, Dadra And Nagar Haveli, 396230",M.S. (GENERAL SURGERY),ST,ST,177,Fresh Allotted in 3nd Round
66180,-,-,-,-,-,-,-,-,NR,"Datta Meghe Medical College Wanadongri, Nagpur,Datta Meghe Medical College, Wanadongri, Hingna Road, Nagpur, Maharashtra, 441110",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,General,13,Fresh Allotted in 3nd Round
66189,AI,"Rajendra Institute of Medical Sciences, Ranchi",M.D. (FORENSIC MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66202,-,-,-,-,PS,"Jawaharlal Nehru Medical College, Belagavi",M.S. (E.N.T.),Reported,-,-,-,-,-,-,No Upgradation
66206,-,-,-,-,PS,Chettinad Hospital and Research Institute,M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,No Upgradation
66207,-,-,-,-,AF,"Institute of Naval Medicine, Colaba, Mumbai",M.D. (PATHOLOGY),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
66208,-,-,-,-,-,-,-,-,AI,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JLN Marg, Jaipur-302004, Rajasthan, 302004",M.D. (BIOCHEMISTRY),Open,General,20,Fresh Allotted in 3nd Round
66212,JM,"SBKS Medical College and Research Centre, Vadodara",M.D. (ANAESTHESIOLOGY ),Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66213,-,-,-,-,-,-,-,-,AI,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",DIPLOMA IN PUBLIC HEALTH,Open,General,5278,Fresh Allotted in 3nd Round
66218,AI,"GOVT MEDICAL COLLEGE, ANANTAPURAMU",M.D. (MICROBIOLOGY),Not Reported,AI,"S.V. Medical College, Tirupathi",M.D. (BIOCHEMISTRY),Not Reported,-,-,-,-,-,-,Not Allotted.
66226,AI,"BPS Govt. Medical College for Women, Khanpur Kalan Sonepat",M.D. (BIOCHEMISTRY),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66230,PS,"DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI",M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66233,PS,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL, CHENNAI",M.D. (PSYCHIATRY),Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66235,AI,"Lala Lajpat Rai Memorial Medical College, MEERUT",M.D. (PHARMACOLOGY),Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66248,AI,"HASSAN INSTITUTE OF MEDICAL SCIENCES, HASSAN",M.D. (PHYSIOLOGY),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66252,-,-,-,-,-,-,-,-,AD,"Area Hospital,,Area Hospital Near YSR Statue Victoriapet Adoni, Andhra Pradesh, 518301",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,1376,Fresh Allotted in 3nd Round
66254,AI,GANDHI MEDICAL COLLEGE,M.D. (FORENSIC MEDICINE),Not Reported,AI,"Grant Medical College, Maharashtra",M.D. (FORENSIC MEDICINE),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66263,NR,"Mahatma Gandhi Medical College and Research Institute, Pondicherry",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
66264,-,-,-,-,PS,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha-",M.S. (ORTHOPAEDICS),Reported,-,-,-,-,-,-,No Upgradation
66268,-,-,-,-,-,-,-,-,AI,"Rajiv Gandhi Institute of Medical Sciences Srikakulam,Government Medical College Srikakulam Balaga Srikakulam Town Srikakulam District, Andhra Pradesh, 532001",M.D. (PATHOLOGY),SC,SC,1530,Fresh Allotted in 3nd Round
66270,-,-,-,-,-,-,-,-,AI,"Government Medical College,Churu,Civil Line, Shekhawat Colony, Churu- 331001, Rajasthan, 331001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,45,Fresh Allotted in 3nd Round
66271,PS,"SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA",M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66291,-,-,-,-,-,-,-,-,AI,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, NANDED,DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, VISHNUPURI, NANDED, Maharashtra, 431606",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,General,616,Fresh Allotted in 3nd Round
66293,-,-,-,-,AI,"Dr. Rajendra Prasad Government Medical College, Tanda",M.D. (ANAESTHESIOLOGY ),Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66301,-,-,-,-,-,-,-,-,AD,"Government District General Hospital, ,O/o. Medical Superintendent, Government District General Hospital, Contonment, Vizianagaram, Andhra Pradesh, 535003",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,455,Fresh Allotted in 3nd Round
66308,PS,Rajarajeswari Medical College and Hospital,M.D. (PSYCHIATRY),Reported,PS,"Vinayaka Missions Kirupananda Variyar Medical College and Hospital, Salem",M.D. (PSYCHIATRY),Reported,-,-,-,-,-,-,Did not opt for Upgradation.
66313,-,-,-,-,PS,Chettinad Hospital and Research Institute,M.S. (OPHTHALMOLOGY),Reported,-,-,-,-,-,-,No Upgradation
66317,-,-,-,-,-,-,-,-,AI,"KING GEORGES MEDICAL UNIVERSITY,KING GEORGES MEDICAL UNIVERSITY, Shahmeena Road, Chowk, Lucknow- 226003, Uttar Pradesh, 226003",M.D. (MICROBIOLOGY),OBC,OBC,154,Fresh Allotted in 3nd Round
66328,PS,Saveetha Medical College Nd Hospital,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
66329,-,-,-,-,AI,Assam Medical College,M.D. (FORENSIC MEDICINE),Not Reported,-,-,-,-,-,-,Not Allotted.
66333,-,-,-,-,AD,"Sir Hurkisondas Nurrotumdas Hospital and Research Centre,",(NBEMS) MICROBIOLOGY,Reported,-,-,-,-,-,-,No Upgradation
66339,AI,"North Eastern Indira Gandhi Regional Institute of Health & Medical Sciences, Shillong",MD/MS (Anatomy),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66340,PS,Rajarajeswari Medical College and Hospital,M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Not Reported,PS,"DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Reported,PS,"Sri Lakshmi narayana institute of medical sciences,puducherry,Sri Lakshmi narayana institute of medical sciences,puducherry, Puducherry, 605502",M.D. (GENERAL MEDICINE),Open,General,35,Upgraded
66344,AI,"Gandhi Medical College, Bhopal",M.D. (BIOCHEMISTRY),Not Reported,AI,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra",M.D. (PHARMACOLOGY),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66346,PS,Hamdard Institute of Medical Sciences and Research,M.D. (PATHOLOGY),Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
66350,AI,"GOVERNMENT THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
66353,-,-,-,-,AI,"Government Medical College, Jalgaon",M.D. (ANAESTHESIOLOGY ),Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
66359,-,-,-,-,PS,Malla Reddy Institute of Medical Sciences,M.S. (E.N.T.),Reported,-,-,-,-,-,-,No Upgradation
66361,-,-,-,-,DU,Maulana Azad Medical College,M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Reported,-,-,-,-,-,-,No Upgradation
66364,-,-,-,-,AD,"Government Medical College and Associated Hospital,",(NBEMS) PHYSIOLOGY,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
