rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
7840,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",ORTH,Reported,IP University Quota,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, BASAIDARAPUR, NEW DELHI",ORTH,Reported,IP University Quota,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (ORTHOPAEDICS),Open,General,11,Upgraded
7841,AI,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra",GSUR,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7842,BH,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",GSUR,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7843,AI,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA)",OBGY,Reported,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,ASTH,Not Reported,-,-,-,-,-,-,Not Allotted.
7844,PS,Sri Ramachandra Medical College and Research Institute,DV-L,Not Reported,-,-,-,-,All India,"NAMO Medical Education and Research Institute, Dadra & Nagar Haveli & Daman & Diu,Sayli Road, Silvassa, DNH, Dadra And Nagar Haveli, 396230","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOG Y)",Open,OBC,69,Fresh Allotted in 3nd Round
7845,AI,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur",OPTH,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
7846,DU,University College of Medical Sciences,PAED,Reported,-,-,-,-,Delhi University Quota,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (PAEDIATRICS),EWS,EWS,27,Upgraded
7847,AI,"Government Medical College, Aurangabad",OPTH,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
7848,AI,KURNOOL MEDICAL COLLEGE,GSUR,Seat Surrendered,-,-,-,-,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (E.N.T.),OBC,OBC,2,Fresh Allotted in 3nd Round
7849,AD,"GMERS Medical College and General Hospital,",NDMR,Reported,DNB Quota,"GMERS Medical College and General Hospital,",NDMR,Reported,DNB Quota,"GMERS Medical College and General Hospital , ,Hadiyol- Gadhoda Road, Near-Government Polytechnic, Hiimmatnagar, Gujarat, 383001",(NBEMS-DIPLOMA) RADIO- DIAGNOSIS,OBC,OBC,212,Upgraded
7850,AI,"Lala Lajpat Rai Memorial Medical College, MEERUT",GSUR,Not Reported,All India,"Lala Lajpat Rai Memorial Medical College, MEERUT",GSUR,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
7851,-,-,-,-,All India,GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,PAED,Reported,All India,"Government Medical College, Rajamahendravaram,57-5- 20, Ramalayam Street, R.V.Nagar, Mallikarjuna Nagar, Rajamahendravaram, East Godavari District, Andhra",M.D. (PAEDIATRICS),Open,General,36,Upgraded
7852,-,-,-,-,All India,"Govt. Medical College, Hamirpur,",OBGY,Reported,All India,"Dr. Rajendra Prasad Government Medical College, Tanda,Dr. Rajendra Prasad Government Medical College, Tanda, Himachal Pradesh, 176002",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,General,13,Upgraded
7853,AD,"Maharaja Agrasen Medical College,",DOBG,Reported,All India,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,OBGY,Not Reported,DNB Quota,"Dr. Baba Saheb Ambedkar Hospital, ,SEC 6 ROHINI DELHI, Delhi (NCT), 110085",(NBEMS) Obstetrics and Gynaecology,Open,General,15,Fresh Allotted in 3nd Round
7854,AI,STANLEY MEDICAL COLLEGE,ORTH,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7855,-,-,-,-,All India,RUHS COLLEGE OF MEDICAL SCIENCES,OBGY,Reported,-,-,-,-,-,-,No Upgradation
7856,AD,"FIMS HOSPITAL(FRANK INSTITUTE OF MEDICAL SCIENCES), Haryana",NDMR,Not Reported,DNB Quota,Punjab Institute of Medical Scineces,NDMR,Reported,-,-,-,-,-,-,No Upgradation
7857,AI,"B. J. MEDICAL COLLEGE, Ahmedabad",TBRD,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7858,-,-,-,-,-,-,-,-,DNB Quota,"YATHARTH SUPER SPECIALTY HOSPITALS, Uttar Pradesh,Sector omega 01-, Greater noida, Uttar Pradesh, 201308",(NBEMS) GENERAL MEDICINE,Open,General,23,Fresh Allotted in 3nd Round
7861,-,-,-,-,All India,Sri Bhausaheb Hire Government Medical College,PAED,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7862,AI,"Rajkiya Medical College, Jalaun",PAED,Not Reported,All India,"Government Medical College, Bettiah",PAED,Reported,All India,"Baba Raghav Das Medical College,Baba Raghav Das Medical College, Gorakhpur, Uttar Pradesh, 273013",M.D. (PAEDIATRICS),EWS,EWS,12,Upgraded
7863,AD,"Meenakshi Mission Hospital and Research Centre,",DPED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7864,-,-,-,-,All India,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR",PAED,Not Reported,-,-,-,-,-,-,Not Allotted.
7865,AD,"National Institute of Tuberculosis and Respiratory Diseases, (Formerly Known as L.R.S. Instt. of T.B. and Allied Scs),",DREP,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
7866,IP,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, BASAIDARAPUR, NEW DELHI",PAED,Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7868,AD,"Manipal Hospital,",DEMM,Not Reported,All India,GOA MEDICAL COLLEGE,GSUR,Reported,All India,"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra,HBT Medical College and Dr R N Cooper Municipal General Hospital, Bhaktivedanta Swami Rd, JVPD Schem, Maharashtra, 400056",M.S. (GENERAL SURGERY),OBC,OBC,11,Upgraded
7869,AI,"NALANDA MEDICAL COLLEGE,PATNA",ORTH,Reported,-,-,-,-,All India,"PATNA MEDICAL COLLEGE, PATNA,PATNA MEDICAL COLLEGE, PATNA, Bihar, 800004",M.S. (ORTHOPAEDICS),OBC,OBC,1,Upgraded
7870,AI,"GOVT. MEDICAL COLLEGE, AMRITSAR",TBRD,Not Reported,All India,Indira Gandhi Medical College Shimla,TBRD,Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7871,AI,"Sardar Patel Medical College, Bikaner",ORTH,Reported,All India,Tezpur Medical College,GMED,Reported,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla, Himachal Pradesh, 171001",M.D. (GENERAL MEDICINE),OBC,OBC,190,Upgraded
7872,AI,GOA MEDICAL COLLEGE,OBGY,Reported,-,-,-,-,DNB Quota,"S. K. S. Hospital, ,NO.23,SKS Hospital Road, Alagapuram,Salem, Tamil Nadu, 636004",(NBEMS) RADIO- DIAGNOSIS,Open,OBC,443,Upgraded
7873,AD,"Seven Hills Hospital,",DMED,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
7874,AI,Government Medical College Kozhikode,PATH,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
7875,-,-,-,-,-,-,-,-,DNB Quota,"Apollo Hospital, ,LOTUS TOWER, G S ROAD, GUWAHATI, Assam, 781005",(NBEMS) GENERAL MEDICINE,Open,EWS,31,Fresh Allotted in 3nd Round
7876,AI,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER",PSYY,Reported,All India,"Grant Medical College, Maharashtra",PSYY,Reported,All India,"Central Institute of Psychiatry, Ranchi,Central Institute of Psychiatry, Ranchi, Jharkhand, 834006",M.D. (PSYCHIATRY),Open,General,6,Upgraded
7877,AD,"IQRAA International Hospital and Research Centre,",DEMM,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
7878,AD,"Kovai Medical Centre,",DANS,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7879,AI,"Koppal Institute of Medical Sciences Koppal, Karnataka",OBGY,Not Reported,All India,"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE",PAED,Reported,All India,"GOVT MEDICAL COLLEGE, ERNAKULAM,GOVT MEDICAL COLLEGE, ERNAKULAM, Kerala, 683503",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,OBC,17,Upgraded
7880,AI,"Govt. Medical College, Baroda",MICR,Reported,-,-,-,-,All India,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PHARMACOLOGY),Open,General,1,Upgraded
7881,AD,"SUM ULTIMATE MEDICARE, Orissa",DPED,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7882,AI,"Ravindra Nath Tagore Medical College, Udaipur",OPTH,Seat Surrendered,-,-,-,-,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JLN Marg, Jaipur-302004, Rajasthan, 302004",M.S. (OPHTHALMOLOGY),Open,General,1,Fresh Allotted in 3nd Round
7883,AI,COIMBATORE MEDICAL COLLEGE,PSYY,Not Reported,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM",PSYY,Reported,-,-,-,-,-,-,No Upgradation
7884,AI,Government medical college patiala.,TBRD,Reported,-,-,-,-,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",M.D. (ANAESTHESIOLOGY),Open,General,30,Upgraded
7885,AI,"Mahatma Gandhi Memorial Medical College, Indore",GSUR,Seat Surrendered,All India,"Government Medical College, Surat",PAED,Reported,All India,"Indira Gandhi Institute of Medical Sciences, Patna,Indira Gandhi Institute of Medical Sciences, Patna, Bihar, 800014",M.D. (PAEDIATRICS),OBC,OBC,52,Upgraded
7887,AD,"K.E.M. Hospital,",DOBG,Not Reported,-,-,-,-,All India,"Rajarshee Chhatrapati Shahu Maharaj Government Medical College, Kolhapur,R.K. Nagar Road, Shenda Park, Kolhapur, Maharashtra, Maharashtra, 416012",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,General,3,Fresh Allotted in 3nd Round
7888,AD,"Mehta Multispecialty Hospital, (Formerly Known as Dr. Mehta`s Hospital)",DPED,Reported,-,-,-,-,All India,"Government Thiruvannamalai Medical College, Thiruvannamalai, Tamil Nadu,DISTRICT COLLECTORATE MASTER PLAN COMPLEX, VENGIKKAL THIRUVANNAMALAI, Tamil Nadu, 600604",M.D. (PAEDIATRICS),Open,OBC,20,Upgraded
7889,-,-,-,-,All India,Bangalore Medical College and Research Institute,GSUR,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
7890,AI,Tezpur Medical College,OBGY,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7891,-,-,-,-,DNB Quota,"Maharaja Agrasen Medical College,",DPED,Reported,All India,"Govt. Bundelkhand Medical College Sagar M.P.,Govt. Bundelkhand Medical College Sagar M.P., Madhya Pradesh, 470001",M.D. (PAEDIATRICS),Open,General,29,Upgraded
7892,AI,"Government Mohan Kumaramangalam Medical College, Salem",GSUR,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7893,AI,"S.V. Medical College, Tirupathi",OBGY,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
7895,AI,"NSC Government Medical College, Khandwa (MP)",PAED,Not Reported,All India,"Mahatma Gandhi Memorial Medical College, Jamshedpur",GMED,Reported,DNB Quota,"Apollo Rajshree Hospitals Pvt Ltd, Scheme No 74 C, Sector D, Vijay Nagar Indore, Madhya Pradesh-452010,Scheme No. 74 C, Sector D, Vijay Nagar, Indore, 452010, M.P.",(NBEMS) GENERAL MEDICINE,Open,EWS,42,Upgraded
7896,AI,Guru Gobind Singh Medical College,EN-T,Reported,All India,"GOVT. MEDICAL COLLEGE, AMRITSAR",EN-T,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
7897,AD,"Vijaya Hospital,",DMED,Reported,All India,MADRAS MEDICAL COLLEGE,ASTH,Not Reported,DNB Quota,"S. K. S. Hospital, ,NO.23,SKS Hospital Road, Alagapuram,Salem, Tamil Nadu, 636004",(NBEMS) RADIO- DIAGNOSIS,Open,OBC,115,Fresh Allotted in 3nd Round
7898,AI,"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE",TBRD,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7899,AI,"Government Medical College,Theni",OBGY,Not Reported,All India,"THANJAVUR MEDICAL COLLEGE, THANJAVUR",OBGY,Not Reported,All India,"STANLEY MEDICAL COLLEGE,STANLEY MEDICAL COLLEGE NO.1, OLD JAIL ROAD, CHENNAI-600001, Tamil Nadu, 600001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,OBC,3,Fresh Allotted in 3nd Round
7900,AD,"Apollo Hospital, Andhra Pradesh",DMED,Not Reported,All India,GUNTUR MEDICAL COLLEGE,OBGY,Reported,All India,"Andhra Medical College,Andhra Medical College, Andhra Pradesh, 530002",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,EWS,22,Upgraded
7901,AI,"Govt. Medical College, Jammu",ORTH,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7903,AI,Government Medical College Kozhikode,ASTH,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7904,-,-,-,-,All India,Ganesh Shankar Vidyarthi Memorial Medical College,GSUR,Reported,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.S. (GENERAL SURGERY),EWS,EWS,16,Upgraded
7905,AI,Tirunelveli Medical College,GSUR,Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7908,AI,"Government Medical College, Ratlam",GSUR,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7909,AD,"Surya Children`s Medicare, (Formerly Surya Children`s Hospital)",DPED,Reported,All India,"GOVT. MEDICAL COLLEGE, AMRITSAR",PAED,Reported,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (PAEDIATRICS),OBC,OBC,22,Upgraded
7911,AD,"St. Theresa`s Hospital,",DMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7912,AD,Sagar Hospital -,DMED,Reported,DNB Quota,"Sparsh Hospital, Karnataka",DMED,Reported,DNB Quota,"Chinmaya Mission Hospital,,Chinmaya Mission Hospital, 80 Feet CMH Road, Indiranagar, Bangalore, Karnataka, 560038",(NBEMS) GENERAL MEDICINE,Open,General,37,Upgraded
7913,IP,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi",ORTH,Seat Surrendered,-,-,-,-,IP University Quota,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (OPHTHALMOLOGY),Open,General,170,Fresh Allotted in 3nd Round
7914,AI,"Govt. Medical College, Baroda",ORTH,Not Reported,All India,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,PAED,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
7915,AI,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,ORTH,Not Reported,All India,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,ORTH,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7916,AI,GOVT MEDICAL COLLEGE KOTTAYAM,EN-T,Reported,-,-,-,-,All India,"GOVT MEDICAL COLLEGE KOTTAYAM,GOVT MEDICAL COLLEGE, GANDHINAGAR P O, KOTTAYAM KERALA 686008, Kerala, 686008",M.S. (ORTHOPAEDICS),Open,OBC,2,Upgraded
7917,-,-,-,-,DNB Quota,"Sree Uthradom Tirunal Hospital,",DMED,Reported,-,-,-,-,-,-,No Upgradation
7918,AI,"Dr. Sampurnanand Medical College (SNMC), JODHPUR",ORTH,Reported,All India,"Shri Lal Bahadur Shastri Government Medical College and Hospital ,",GMED,Not Reported,DNB Quota,"Fortis Escorts Hospital,,Fortis Escorts Hospital, Neelam bata road, Faridabad, Haryana, 121001",(NBEMS) GENERAL MEDICINE,Open,OBC,76,Fresh Allotted in 3nd Round
7919,AI,"Mahatma Gandhi Memorial Medical College, Indore",EN-T,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7920,-,-,-,-,All India,"Government Medical College, Kathua",GMED,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7922,-,-,-,-,DNB Quota,"Dr. Baba Saheb Ambedkar Hospital,",NDMR,Seat Surrendered,DNB Quota,"Bhagwan Mahavir Cancer Hospital and Research Centre, ,Managed by K G Kothari Memorial Trust Jawahar Lal Nehru Marg, Jaipur 302 017, Rajasthan, 302017",(NBEMS-DIPLOMA) RADIO- DIAGNOSIS,Open,OBC,310,Fresh Allotted in 3nd Round
7923,AI,"Government Medical College, Miraj",OBGY,Not Reported,All India,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,OBGY,Not Reported,-,-,-,-,-,-,Not Allotted.
7924,-,-,-,-,All India,Government Medical College Kota,OBGY,Seat Surrendered,-,-,-,-,-,-,Did not fill up fresh choices.
7925,AI,"NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR",OPTH,Reported,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",OPTH,Reported,-,-,-,-,-,-,No Upgradation
7926,AI,DARBHANGA MEDICAL COLLEGE,TBRD,Not Reported,-,-,-,-,All India,"Government Medical College, Bettiah,Government Medical College Bettiah West Champaran Bihar, Bihar, 845438",M.D. (PAEDIATRICS),Open,General,9,Fresh Allotted in 3nd Round
7927,-,-,-,-,All India,KURNOOL MEDICAL COLLEGE,GSUR,Reported,-,-,-,-,-,-,No Upgradation
7928,AD,"Desun Hospital and Heart Institute, West Bengal",DMED,Reported,DNB Quota,"Ruby General Hospital,",DMED,Seat Surrendered,-,-,-,-,-,-,Did not fill up fresh choices.
7929,DU,University College of Medical Sciences,GMED,Reported,-,-,-,-,Delhi University Quota,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),SC,SC,15,Upgraded
7930,AI,Midnapore Medical College and Hospital,GSUR,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7931,-,-,-,-,-,-,-,-,All India,"Government Medical College, Siddipet,SURVEY NO 54 GOVERNMENT MEDICAL COLLEGE ENSANPALLY SIDDIPET 502114, Telangana, 502114",M.D. (PAEDIATRICS),OBC,OBC,26,Fresh Allotted in 3nd Round
7932,-,-,-,-,All India,"Burdwan Medical College, West Bengal",OBGY,Reported,All India,"CALCUTTA NATIONAL MEDICAL COLLEGE,CALCUTTA NATIONAL MEDICAL COLLEGE 32, Gorachand Road, Kolkata 700014, West Bengal, 700014",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,General,3,Upgraded
7933,AM,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",ORTH,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7934,AI,Andhra Medical College,GMED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7935,AD,"Southern Railway Head Quarter Hospital,",DPED,Not Reported,DNB Quota,"Meenakshi Mission Hospital and Research Centre,",DPED,Reported,-,-,-,-,-,-,No Upgradation
7936,AI,"PATNA MEDICAL COLLEGE, PATNA",OBGY,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7937,AI,VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,GSUR,Not Reported,All India,"S.V. Medical College, Tirupathi",GSUR,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7938,AI,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,DV-L,Not Reported,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",DV-L,Not Reported,-,-,-,-,-,-,Not Allotted.
7939,-,-,-,-,All India,Government Medical College Kota,OBGY,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7940,-,-,-,-,DNB Quota,"K.G. Hospital and PG Medical Institute ,",DMED,Reported,DNB Quota,"Indira Gandhi Govt. General Hospital and PG Institute, No. 1, ,No.1, Victor Simonel street, Puducherry -1., Puducherry, 605001",(NBEMS) GENERAL MEDICINE,OBC,OBC,142,Upgraded
7943,-,-,-,-,-,-,-,-,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla, Himachal Pradesh, 171001",M.D. (GENERAL MEDICINE),OBC,OBC,20,Fresh Allotted in 3nd Round
7945,AD,"Narayana Multispeciality Hospital, West Bengal",DMED,Reported,DNB Quota,"Desun Hospital and Heart Institute, West Bengal",DMED,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
7946,AI,"Dr. Sampurnanand Medical College (SNMC), JODHPUR",OBGY,Reported,DNB Quota,"Accord Superspeciality Hospital Khasra No. 22, Kila. 19, 20, 21, 22, Sector 86, Village-Tehsil-District: Faridabad Haryana – 121002",DMED,Reported,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,OBC,158,Upgraded
7947,AI,MANDYA INSTITUTE OF MEDICAL SCIENCES,OBGY,Reported,-,-,-,-,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE, Karnataka, 570001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,EWS,6,Upgraded
7948,AI,"K.A.P.Viswanatham Government Medical College, Tiruchirapalli",GSUR,Reported,All India,COIMBATORE MEDICAL COLLEGE,GSUR,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7949,AI,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",ASTH,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7950,AI,"Vardhman Mahavir Medical College, , New Delhi",ASTH,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7951,-,-,-,-,DNB Quota,"NEO Hospital, Uttar Pradesh",DMED,Reported,DNB Quota,"Max Super Specialty Hospital Lucknow ( A Unit of Starlit Medical Center Private Limited ) ( Formerly Known As Sahara India Medical Institute Limited Lucknow ),1 Viraj Khand Gomti Nagar, Uttar Pradesh, 226010",(NBEMS) GENERAL MEDICINE,Open,General,40,Upgraded
7952,AI,Government Medical College Kota,OBGY,Reported,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR",OBGY,Reported,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (PAEDIATRICS),OBC,OBC,9,Upgraded
7953,AI,Bangalore Medical College and Research Institute,ORTH,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
7954,AD,"Sri Sathya Sai Instt. of Higher Medical Sciences,",DNRS,Reported,-,-,-,-,-,-,-,-,-,-,Did not opt for Upgradation.
7956,IP,"Vardhman Mahavir Medical College, , New Delhi",ASTH,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7957,AD,"ST. JOSEPH HOSPITAL,Kerala",DMED,Not Reported,DNB Quota,"ST. JOSEPH HOSPITAL,Kerala",DMED,Reported,DNB Quota,"St. Gregorios Medical Mission Hospital, Kerala,St. Gregorios Medical Mission Hospital, Parumala, Pathanamthitta Kerala, Kerala, 689626",(NBEMS) GENERAL MEDICINE,Open,OBC,41,Upgraded
7958,AI,Moti Lal Nehru Medical College,ORTH,Not Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7959,AD,"Deen Dayal Upadhyay Hospital,",DSUR,Not Reported,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",OBGY,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
7960,AI,Rangaraya Medical College,OPTH,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
7961,AI,DARBHANGA MEDICAL COLLEGE,GSUR,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7962,PS,"Kasturba Medical College Mangalore, Manipal Academy of Higher Education, Mangalore",GMED,Reported,Self- Financed Merit Seat,"Kasturba Medical College Manipal, Manipal Academy Of Higher Education, Manipal",GMED,Reported,-,-,-,-,-,-,No Upgradation
7963,AD,"Joint Accreditation Programme- SUDHA MEDICAL COLLEGE AND HOSPITAL, Kota (Attached Secondary Hospital is Sudha Hospital and Medical Research Center P. Ltd.,",DMED,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7964,AI,"Seth Gordhandas Sunderdas Medical College, MUMBAI",ASTH,Not Reported,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha",OBGY,Not Reported,-,-,-,-,-,-,Not Allotted.
7965,AD,"Apollo Hospital,",DPED,Not Reported,-,-,-,-,-,-,-,-,-,-,Not Allotted.
7966,AD,"KALYAN SINGH GOVERNMENT MEDICAL COLLEGE, BULANDSHAHR, Chandpur Road, Near Tehsil Sadar, Bulandshahr, Uttar Pradesh-203001",DMED,Not Reported,DNB Quota,"NEO Hospital, Uttar Pradesh",DMED,Reported,DNB Quota,"Human care Medical Charitable Trust,Human Care Medical Charitable Trust. MANIPAL HOSPITAL, Sector 6, DWARKA, NEW DELHI, Delhi (NCT), 110075",(NBEMS) GENERAL MEDICINE,Open,OBC,47,Upgraded
7968,AD,"Lisie Medical Institution,",DPED,Reported,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7969,AI,"Government Medical College, Surat",OBGY,Reported,All India,"Govt. Medical College, Baroda",OBGY,Reported,-,-,-,-,-,-,Did not fill up fresh choices.
7971,-,-,-,-,All India,Assam Medical College,PAED,Reported,All India,"Gauhati Medical College, Guwahati,Gauhati Medical College, Guwahati, Assam, 781032",M.D. (PAEDIATRICS),Open,General,35,Upgraded
7974,AI,"Govt. Medical College, Bhavnagar",OPTH,Seat Surrendered,-,-,-,-,-,-,-,-,-,-,Did not fill up fresh choices.
7976,-,-,-,-,All India,Tirunelveli Medical College,GSUR,Reported,-,-,-,-,-,-,No Upgradation
7977,AM,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",OBGY,Reported,-,-,-,-,-,-,-,-,-,-,No Upgradation
7978,-,-,-,-,-,-,-,-,All India,"KING GEORGES MEDICAL UNIVERSITY,KING GEORGES MEDICAL UNIVERSITY, Shahmeena Road, Chowk, Lucknow-226003, Uttar Pradesh, 226003",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Open,General,69,Fresh Allotted in 3nd Round
7979,AI,"NALANDA MEDICAL COLLEGE,PATNA",GSUR,Reported,All India,"PATNA MEDICAL COLLEGE, PATNA",GSUR,Reported,-,-,-,-,-,-,Did not opt for Upgradation.
